x_position,force_x,force_y,force_z
150,-92.99606128397548,2.890121935476553,3955.9531349575227
155,-94.15658579848349,4.684547317558253,4020.057784728866
160,-95.27722197529233,7.252549106589661,4070.2106064701775
165,-95.9380547914313,10.901099112529591,4103.5225319095725
170,-95.3000740526223,14.092457634939356,4109.947384364778
175,-93.3990001852749,15.246012013314823,4096.3128712122725
180,-91.24677776429604,14.028859786168615,4086.1988389890707
185,-90.61492621052972,10.92911672387367,4111.691226814329
190,-91.21520009000216,6.7175377163936245,4187.908625469144
195,-92.44800772617205,5.876832335804252,4283.133309810693
200,-92.07376566288497,5.772068795638269,4363.7263921559
205,-90.70631159892365,5.7840068225923975,4413.312274658483
210,-89.18283476626284,5.147509195729473,4431.1640993463225
215,-87.69881018151366,4.020772146763692,4415.868934917237
220,-86.12659214762698,2.267977566934669,4395.491309618904
225,-85.62017938519688,0.8887861951070223,4406.57232276052
230,-86.24575473173036,0.0759021302156968,4445.619601981353
235,-86.93432125221517,-0.393931758387589,4512.912289205868
240,-88.1425128748097,-0.09789390982219137,4605.848415925359
245,-89.55320260240046,0.04381507729143275,4699.688702068697
250,-89.49045776595172,-0.6113480478347886,4768.711786952472
255,-88.53127842123179,-0.8068910381897292,4803.918330754404
260,-87.71450377410089,-1.0956710575851112,4808.0291778642895
265,-86.1142069561218,-0.7994058458657751,4768.126364415545
270,-84.17440324694158,0.33680324267111383,4693.41080032207
275,-81.0445972929266,0.12312800179964445,4569.257237475795
280,-77.74920518823727,0.6085778136039856,4414.954849637492
285,-74.4442493170814,-0.12767842991523037,4273.095391537628
290,-72.01579070095013,-1.340975250542665,4181.114065114757
295,-67.13676043089764,-2.3976497206957363,4101.430256999977
300,-59.04756852560449,-5.537028901170624,3998.6813149581867
305,-54.58354731679159,-10.234415713282331,3923.550505522384
310,-54.81312094993706,-12.733728978690994,3895.0525256145497
315,-55.12974863053716,-11.976535415481223,3886.201158239722
320,-56.27679976041688,-9.8009160435662,3890.4494432348115
325,-55.784893538597885,-9.432424814896748,3896.2755960738245
330,-54.754389609141676,-9.560077387791607,3886.2228873073645
335,-55.88919349281864,-11.63493485182089,3871.3789207986165
340,-59.06923280529878,-12.465694907993477,3887.6831593521906
345,-61.062174149505864,-9.705668321252022,3934.4275132756957
350,-60.30669894328952,-4.836264841067847,3980.532886340188
355,-58.37921219368772,1.2498185911457018,4020.891132619303
360,-56.911422719542614,6.02766405606997,4077.8898533079678
365,-57.12036417868828,11.306120059392148,4134.749705532274
370,-57.920705901851896,14.845873417820387,4178.6584180634545
375,-59.31803146890272,16.99477087549683,4208.345897185666
380,-61.24528257855752,17.64813971480984,4221.059620195812
385,-63.08185547612345,16.764323683376574,4219.536478422272
390,-63.60829378148809,14.679926359890976,4208.4309963628675
395,-62.18184395902356,11.802011770235177,4186.623416879098
400,-59.16679291712027,8.51864169462375,4153.208651295628
405,-55.60354676489851,4.693744684054922,4112.023578723897
410,-52.572202459758905,0.450330475520771,4072.57782470819
415,-50.64143216129209,-4.090012290745553,4042.333730517126
420,-49.89252088143128,-8.375609037773055,4021.906995463764
425,-50.19753315451329,-11.815575482025922,4011.187997389598
430,-51.153585657008016,-14.090496131763539,4012.399286911818
435,-52.53102967352949,-14.950383604047504,4028.229365889495
440,-54.228087174962525,-14.470323296644922,4058.6356244346052
445,-56.56180520885677,-13.645523757642739,4104.070231840321
450,-58.48644887243102,-9.419045508975604,4149.995946890991
